show_id,type,title,director,release_year,rating,description,country,genre
70299204,Movie,Kidnapping Mr. Heineken,Daniel Alfredson,2015,R,"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history."," United States"," Dramas"
70299204,Movie,Kidnapping Mr. Heineken,Daniel Alfredson,2015,R,"When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history."," United States"," International Movies"
80057969,Movie,Love,Gaspar Noé,2015,NR,A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.,France,Cult Movies
80057969,Movie,Love,Gaspar Noé,2015,NR,A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.,France," Dramas"
80057969,Movie,Love,Gaspar Noé,2015,NR,A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.,France," Independent Movies"
80057969,Movie,Love,Gaspar Noé,2015,NR,A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.," Belgium",Cult Movies
80057969,Movie,Love,Gaspar Noé,2015,NR,A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.," Belgium"," Dramas"
80057969,Movie,Love,Gaspar Noé,2015,NR,A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.," Belgium"," Independent Movies"
80060297,Movie,Manhattan Romance,"Tom O'Brien",2014,TV-14,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,United States,Comedies
80060297,Movie,Manhattan Romance,"Tom O'Brien",2014,TV-14,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,United States," Independent Movies"
80060297,Movie,Manhattan Romance,"Tom O'Brien",2014,TV-14,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,United States," Romantic Movies"
80046728,Movie,Moonwalkers,Antoine Bardou-Jacquet,2015,R,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing.",France,Action & Adventure
80046728,Movie,Moonwalkers,Antoine Bardou-Jacquet,2015,R,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing.",France," Comedies"
80046728,Movie,Moonwalkers,Antoine Bardou-Jacquet,2015,R,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing.",France," International Movies"
80046728,Movie,Moonwalkers,Antoine Bardou-Jacquet,2015,R,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing."," Belgium",Action & Adventure
80046728,Movie,Moonwalkers,Antoine Bardou-Jacquet,2015,R,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing."," Belgium"," Comedies"
80046728,Movie,Moonwalkers,Antoine Bardou-Jacquet,2015,R,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing."," Belgium"," International Movies"
80046727,Movie,Rolling Papers,Mitch Dickman,2015,TV-MA,"As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture.",United States,Documentaries
80046727,Movie,Rolling Papers,Mitch Dickman,2015,TV-MA,"As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture."," Uruguay",Documentaries
70304988,Movie,Stonehearst Asylum,Brad Anderson,2014,PG-13,"In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient.",United States,Horror Movies
70304988,Movie,Stonehearst Asylum,Brad Anderson,2014,PG-13,"In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient.",United States," Thrillers"
80057700,Movie,The Runner,Austin Stark,2015,R,A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.,United States,Dramas
80057700,Movie,The Runner,Austin Stark,2015,R,A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.,United States," Independent Movies"
80045922,Movie,6 Years,Hannah Fidell,2015,NR,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",United States,Dramas
80045922,Movie,6 Years,Hannah Fidell,2015,NR,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",United States," Independent Movies"
80045922,Movie,6 Years,Hannah Fidell,2015,NR,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",United States," Romantic Movies"
80203094,Movie,City of Joy,Madeleine Gavin,2018,TV-MA,"Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.",United States,Documentaries
70241607,Movie,Laddaland,Sopon Sukdapisit,2011,TV-MA,"When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity.",Thailand,Horror Movies
70241607,Movie,Laddaland,Sopon Sukdapisit,2011,TV-MA,"When a family moves into an upscale housing development, they encounter a series of paranormal events that drive them to the edge of insanity.",Thailand," International Movies"
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.",China,Children & Family Movies
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.",China," Comedies"
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.",China," Sci-Fi & Fantasy"
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."," Canada",Children & Family Movies
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."," Canada"," Comedies"
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."," Canada"," Sci-Fi & Fantasy"
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."," United States",Children & Family Movies
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."," United States"," Comedies"
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",2018,TV-PG,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."," United States"," Sci-Fi & Fantasy"
80239639,Movie,Sierra Burgess Is A Loser,Ian Samuels,2018,PG-13,"A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.",United States,Comedies
80239639,Movie,Sierra Burgess Is A Loser,Ian Samuels,2018,PG-13,"A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.",United States," Romantic Movies"
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.",Belgium,Dramas
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.",Belgium," International Movies"
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.",Belgium," Thrillers"
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."," United Kingdom",Dramas
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."," United Kingdom"," International Movies"
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."," United Kingdom"," Thrillers"
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."," United States",Dramas
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."," United States"," International Movies"
80159586,Movie,The Most Assassinated Woman in the World,Franck Ribière,2018,TV-MA,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."," United States"," Thrillers"
80152447,Movie,Cézanne et moi,Daniele Thompson,2016,R,"This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.",Belgium,Dramas
80152447,Movie,Cézanne et moi,Daniele Thompson,2016,R,"This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.",Belgium," Independent Movies"
80152447,Movie,Cézanne et moi,Daniele Thompson,2016,R,"This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.",Belgium," International Movies"
80152447,Movie,Cézanne et moi,Daniele Thompson,2016,R,"This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys."," France",Dramas
80152447,Movie,Cézanne et moi,Daniele Thompson,2016,R,"This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys."," France"," Independent Movies"
80152447,Movie,Cézanne et moi,Daniele Thompson,2016,R,"This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys."," France"," International Movies"
81154455,Movie,Article 15,Anubhav Sinha,2019,TV-MA,The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.,India,Dramas
81154455,Movie,Article 15,Anubhav Sinha,2019,TV-MA,The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.,India," International Movies"
81154455,Movie,Article 15,Anubhav Sinha,2019,TV-MA,The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.,India," Thrillers"
81052275,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,2018,TV-14,"In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.",India,Comedies
81052275,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,2018,TV-14,"In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.",India," International Movies"
80178151,TV Show,The Spy,,2019,TV-MA,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.",France,International TV Shows
80178151,TV Show,The Spy,,2019,TV-MA,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.",France," TV Dramas"
80178151,TV Show,The Spy,,2019,TV-MA,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.",France," TV Thrillers"
80058026,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman",2015,R,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.",United States,Action & Adventure
80058026,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman",2015,R,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.",United States," Comedies"
80058026,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman",2015,R,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.",United States," Independent Movies"
70303496,Movie,PK,Rajkumar Hirani,2014,TV-14,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.,India,Comedies
70303496,Movie,PK,Rajkumar Hirani,2014,TV-14,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.,India," Dramas"
70303496,Movie,PK,Rajkumar Hirani,2014,TV-14,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.,India," International Movies"
80162141,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman",2015,TV-MA,"A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.",United Kingdom,Dramas
80162141,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman",2015,TV-MA,"A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.",United Kingdom," Independent Movies"
80095641,Movie,Elstree 1976,Jon Spira,2015,TV-PG,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever.",United Kingdom,Documentaries
80159880,Movie,ATM,Mez Tharatorn,2012,TV-14,"When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job.",United States,Comedies
80159880,Movie,ATM,Mez Tharatorn,2012,TV-14,"When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job.",United States," International Movies"
80159880,Movie,ATM,Mez Tharatorn,2012,TV-14,"When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job.",United States," Romantic Movies"
80159880,Movie,ATM,Mez Tharatorn,2012,TV-14,"When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job."," Canada",Comedies
80159880,Movie,ATM,Mez Tharatorn,2012,TV-14,"When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job."," Canada"," International Movies"
80159880,Movie,ATM,Mez Tharatorn,2012,TV-14,"When a broken ATM dishes out a fortune, a couple who works at the bank vies to see who can recover the most cash – and the loser must find a new job."," Canada"," Romantic Movies"
81016044,Movie,Bangkok Traffic (Love) Story,Adisorn Tresirikasem,2009,TV-14,"After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love.",Thailand,Comedies
81016044,Movie,Bangkok Traffic (Love) Story,Adisorn Tresirikasem,2009,TV-14,"After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love.",Thailand," International Movies"
81016044,Movie,Bangkok Traffic (Love) Story,Adisorn Tresirikasem,2009,TV-14,"After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love.",Thailand," Romantic Movies"
80158838,Movie,I Fine... Thank You... Love You,Mez Tharatorn,2014,TV-14,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.",Thailand,Comedies
80158838,Movie,I Fine... Thank You... Love You,Mez Tharatorn,2014,TV-14,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.",Thailand," International Movies"
80158838,Movie,I Fine... Thank You... Love You,Mez Tharatorn,2014,TV-14,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.",Thailand," Romantic Movies"
81016045,Movie,One Day,Banjong Pisanthanakun,2016,TV-PG,"When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.",Thailand,Dramas
81016045,Movie,One Day,Banjong Pisanthanakun,2016,TV-PG,"When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.",Thailand," International Movies"
81016045,Movie,One Day,Banjong Pisanthanakun,2016,TV-PG,"When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.",Thailand," Romantic Movies"
70142798,Movie,Phobia 2,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks",2009,TV-MA,"From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology.",Thailand,Horror Movies
70142798,Movie,Phobia 2,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks",2009,TV-MA,"From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology.",Thailand," International Movies"
70062814,Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom",2004,TV-MA,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",Thailand,Horror Movies
70062814,Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom",2004,TV-MA,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",Thailand," International Movies"
80158839,Movie,Suckseed,Chayanop Boonprakob,2011,TV-MA,"When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.",Thailand,Comedies
80158839,Movie,Suckseed,Chayanop Boonprakob,2011,TV-MA,"When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.",Thailand," International Movies"
80147760,Movie,Carrie Pilby,Susan Johnson,2016,TV-14,"A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.",United States,Comedies
80147760,Movie,Carrie Pilby,Susan Johnson,2016,TV-14,"A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.",United States," Dramas"
80177405,Movie,Marc Maron: Too Real,Lynn Shelton,2017,TV-MA,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.",United States,Stand-Up Comedy
